afonso cunha,-4.13501547687008042,-43.3208690039684967
abaíra,-13.2535318932762003,-41.6616084802359978
Água fria,-11.8729309975791004,-38.7680777950043023
acajutiba,-11.6626128300482996,-38.0182863705796024
adustina,-10.5295715700202006,-38.1155058347825033
afrânio,-8.51109128375517088,-41.0057973410948975
agricolândia,-5.79550193543481029,-42.6591831974356026
abaré,-8.72341824568633939,-39.1165879396427982
Água branca,-9.26702549705050949,-37.9407151759650034
aguiar,-7.0948057624530696,-38.1775818446374018
aiuaba,-6.56329844005168006,-40.1231600775540969
acopiara,-6.09276199500000004,-39.4557052761771985
Água nova,-6.20471671883500964,-38.2908249542280998
Águas belas,-9.11458949999999923,-37.1219571685605985
Água preta,-8.70912255231174015,-35.5185573511919017
alagoa nova,-7.05779882533354996,-35.7594565398200004
alagoa grande,-7.03677499999999956,-35.6338919827495033
acari,-6.44208508893385012,-36.6437388699983018
afonso bezerra,-5.49873426813081956,-36.5091482339595998
alagoinha,-6.94814040463240978,-35.5454913506158974
Água doce do maranhão,-2.84027827913681019,-42.1155512017213027
acaraú,-2.88531054009499988,-40.1182414711654971
acarape,-4.22313840937243956,-38.7056237709825979
alegria,-27.8372999563702983,-54.057366413138503
alpestre,-27.2487687566901009,-53.0373660485511991
amambai,-23.1005822383764006,-55.2438276926236966
altônia,-23.8708814057507013,-53.8919738559114023
alto paraíso,-23.5081307379287985,-53.7328931507692005
alcinópolis,-18.3250339793628001,-53.7080896262812999
alto taquari,-17.8347436507218013,-53.2819931222741019
alto araguaia,-17.3155899403964,-53.2202603299842991
alvarães,-3.2165837690663901,-64.8135346775685974
alto alegre dos parecis,-12.1317772245709001,-61.8530771686030008
alta floresta,-9.87172259661950946,-56.0916104404738007
alto alegre,2.99382294765484014,-61.314022390117799
alenquer,-1.95139750500000009,-54.7408623501896017
alto feliz,-29.3901391668448007,-51.315815667840802
alto bela vista,-27.4311378753285986,-51.9110368540591978
altamira do paraná,-24.8010001634957007,-52.7098074466915989
farol,-24.0990946186793984,-52.626215180210302
alfredo wagner,-27.7053963320373988,-49.343812301152802
amaporã,-23.0973702881589986,-52.786787350645703
alto paraná,-23.1271208306480993,-52.3216824440545025
alvorada do sul,-22.7803787673948008,-51.2292163306355022
Álvares machado,-22.0777789949999992,-51.4687972730124983
alfredo marcondes,-21.9527411236002017,-51.4129380665062996
Álvaro de carvalho,-22.0763746340434004,-49.7206090203159974
alambari,-23.553898892670599,-47.8935883872335992
Álvares florence,-20.3198762474474002,-49.9111848124899993
altair,-20.5233048816039982,-49.0601107542409025
alexânia,-16.0861676205662008,-48.5096363918634026
alumínio,-23.5333730478469008,-47.2590569184703995
albertina,-22.1997644819049,-46.6116025733673993
altinópolis,-21.0245826445727992,-47.3732802928901009
alterosa,-21.2558699519209,-46.1453205614697026
alpinópolis,-20.8618546557468996,-46.3894825347688027
alto rio doce,-21.0221461475547002,-43.4188706641799982
alvinópolis,-20.1147634823642996,-43.0660832381092007
alvorada do norte,-14.4828391105337992,-46.5156376913099976
alvorada de minas,-18.7335930243629996,-43.366084343432199
alto jequitibá,-20.422927110928601,-41.9671751126769976
alto caparaó,-20.4443611209762999,-41.8730837400309994
alegre,-20.7632651351226016,-41.5364883187663025
alfredo chaves,-20.6303475372320015,-40.7600496463911028
alpercata,-18.9868312564660009,-41.9891291115954033
alto rio novo,-19.0574996056204,-41.0186843433418034
alcobaça,-17.5189333438062,-39.1942143206577995
almadina,-14.7060477475216995,-39.6359031752446995
alto horizonte,-14.1992268099334993,-49.3327491561607019
alto paraíso de goiás,-14.1362446377625002,-47.5190934382788015
almas,-11.5745234694478007,-47.1741716842358016
alto parnaíba,-9.1083659321911199,-45.9273440133383986
aldeias altas,-4.63077949515206022,-43.4687348529397966
almeirim,-1.52733880276478007,-52.5768350868127001
amapá,2.05392124468205006,-50.793214470269902
altamira do maranhão,-4.16226926685314957,-45.4646758311603989
amapá do maranhão,-1.6809214951217899,-46.009179900387501
alto alegre do maranhão,-4.20722699999999961,-44.4482474945232013
alcântara,-2.40327652507916989,-44.4170125372845987
alagoinhas,-12.1341825924054998,-38.422615769339501
alagoinha do piauí,-7.00817528014998015,-40.9346348169191998
alto longá,-5.25099301135127039,-42.2103219621609966
altos,-5.03654643434054972,-42.4609480355567968
altaneira,-6.99749835080520022,-39.7458206389420994
alexandria,-6.41713633794428961,-38.0192888913064024
alto santo,-5.52208173974523042,-38.2727781487196026
altinho,-8.48959250000000054,-36.0596997585832
amaraji,-8.3784869999999998,-35.4507729209957034
alcantil,-7.74147703829653988,-36.0606043308863988
alto do rodrigues,-5.29380778763800031,-36.7594926142106999
algodão de jandaíra,-6.90469403776755986,-36.0060933987894032
alhandra,-7.43299530218586035,-34.9119851554492016
ampére,-25.9170684652826004,-53.4732567447246012
antônio joão,-22.1946853905287007,-55.9480815053865967
anastácio,-20.4823601995755986,-55.8045705990791987
angélica,-22.1560625224337002,-53.7697304804626981
amaturá,-3.36680518750560998,-68.2096146409404014
apuí,-7.19787015160760024,-59.8856661047188013
apiacás,-9.56549516872457062,-57.3954022412254972
anamã,-3.57637042689027007,-61.4059034797501013
amaral ferrador,-30.8751476011693988,-52.2512703969698009
arabutã,-27.1574036959429002,-52.1485992606981981
andré da rocha,-28.6319772028818988,-51.5737379712008988
antônio prado,-28.8554376246298006,-51.283576924340899
anitápolis,-27.9098868973330987,-49.131599366219497
apiúna,-27.0418125981249986,-49.3916376287527967
angelina,-27.5822573520640013,-48.9834760642253997
antonina,-25.430166132323901,-48.7129000617478027
apiaí,-24.5133159999999997,-48.8486599046398027
Ângulo,-23.1929038650252011,-51.9173646798432031
apucarana,-23.5515929849999992,-51.4599851423592014
anhumas,-22.2932371758310985,-51.3860744232779965
andradina,-20.9014635149999997,-51.3788477947637006
andirá,-23.0517516546543,-50.2264075987151983
angatuba,-23.4839869999999991,-48.4067596164929981
anhembi,-22.7863209396249999,-48.1269268306430007
américo brasiliense,-21.7300365000000006,-48.106604561843902
aporé,-18.9588774471470991,-51.9280729999289008
aparecida do rio doce,-18.2969842878476996,-51.1514916271733
amorinópolis,-16.6179121241588987,-51.0971670669949987
anhanguera,-18.3343660323230004,-48.2174036920944005
anicuns,-16.4607406192493002,-49.9590680177593001
americano do brasil,-16.2551002852463995,-49.9836415337479991
anápolis,-16.3288257446492011,-48.9572179026312995
americana,-22.7408834999999989,-47.3303629263813974
analândia,-22.1287854993408999,-47.6607664159226019
andrelândia,-21.7369681986894996,-44.3176990379282998
araçaí,-19.200363859421099,-44.2469237128616015
antônio carlos,-21.3185803699483998,-43.7556410098456965
aperibé,-21.6194217697861006,-42.1049166541125999
antônio prado de minas,-21.0182320587863991,-42.1093426501154013
apiacá,-21.1564478852618016,-41.5633797608617996
angelândia,-17.7277898321354002,-42.2664504899207998
anagé,-14.6113255924936993,-41.1271131685046996
amaralina,-13.9254818594185998,-49.2953772219035997
ananás,-6.36281815410008011,-48.0797646061948001
angico,-6.38775274972480034,-47.8620778391735016
angical,-12.0066827725324998,-44.6958234827072971
antônio almeida,-7.21935583400695968,-44.1965353200182989
anísio de abreu,-9.17491853090693077,-43.0348533320546025
amarante,-6.24661077217367033,-42.8536928230327021
angical do piauí,-6.08724169212958977,-42.743865748428199
anapu,-3.47610463506868017,-51.201621798458099
anajás,-0.984451394008701963,-49.9450010405439997
anajatuba,-3.25755484212723978,-44.6206700277628983
anapurus,-3.66703466234686015,-43.1057925096893015
apicum-açu,-1.53059157775485999,-45.0766520734485994
andaraí,-12.8013506460240993,-41.3246418039988015
antônio gonçalves,-10.5757977912944003,-40.2756586985804006
apuarema,-13.8532288488190005,-39.742132116504699
amargosa,-13.0344513621970997,-39.598122503489499
antônio cardoso,-12.4348389094768006,-39.1186615354613991
amélia rodrigues,-12.4001884013070995,-38.755556916441698
andorinha,-10.3442400415346007,-39.832335701010102
aporá,-11.6553942918973004,-38.0799953494516998
antonina do norte,-6.7796878471182902,-39.9823868418818975
aparecida,-6.78369514151856023,-38.0833382545418999
antônio martins,-6.21600445470735963,-37.8857345656395026
aracaju,-10.9072157978835005,-37.0482126395123004
aquidabã,-10.2925180922231991,-37.0221808560784993
anadia,-9.68408378505047018,-36.3008135714460991
angelim,-8.89037420790993949,-36.2848143554982983
amparo,-7.56721152161280042,-37.0647752481212009
angicos,-5.66036532908629031,-36.6054328737792005
araçagi,-6.85169661748309,-35.3832990883056979
apuiarés,-3.94801851861481001,-39.4304227833004006
aquiraz,-3.90619449999999979,-38.3898029588509004
araputanga,-15.4681442696684996,-58.3483671518683025
aral moreira,-22.9478813290856003,-55.6307614468625005
arenápolis,-14.4555216659757999,-56.844489239547201
ariquemes,-9.90846286656720032,-63.033269278048401
aripuanã,-10.1725236954827007,-59.4486163791618978
arroio do padre,-31.4406439930693011,-52.4333015044095987
arroio do meio,-29.3988907191368014,-51.9474494916139022
arambaré,-30.9093455500118992,-51.5013182505968032
araricá,-29.6172435929301017,-50.9256766146808033
arroio do sal,-29.5929607439654987,-49.9329575179779965
araranguá,-28.9357520142004994,-49.4809665236330005
aratiba,-27.3944441288949001,-52.3038319547884001
arroio trinta,-26.932564856681001,-51.3341239238804974
arapuã,-24.3087023864114009,-51.7913175642777972
armazém,-28.2587054679168013,-49.0129110847739966
araucária,-25.5916449999999998,-49.4019396967087019
arapoti,-24.1465691652058005,-49.8248285017271968
araquari,-26.3759515540740992,-48.6927074119293977
arco-Íris,-21.7739140250211989,-50.4649108682640986
araçatuba,-21.2054760000000009,-50.4392260727525965
arandu,-23.133407115644399,-49.0509758715375028
areiópolis,-22.6739404491646006,-48.665594558484699
araraquara,-21.790359500000001,-48.1744399375437027
ariranha,-21.1861274429159003,-48.788336564107901
aragarças,-15.8977681654152008,-52.2468547307811022
arenópolis,-16.3875456188786011,-51.5600294917895994
aruanã,-14.9033323804600002,-51.0808851466971987
araguapaz,-15.0885303703699005,-50.6347424117136029
araporã,-18.4419093766459987,-49.1900866447003011
araguari,-18.6482695268137988,-48.1916053790291983
araçu,-16.3543348065301011,-49.6816820506524977
araçariguama,-23.4300408481692983,-47.0715476361902034
araras,-22.3570865196587008,-47.3858295274693972
artur nogueira,-22.5713430104765997,-47.164301150267697
arujá,-23.395826740999901,-46.3204896001138025
aramina,-20.0899442071251002,-47.7860130410376982
araxá,-19.5913298027837008,-46.940009890021301
areado,-21.3583823575394014,-46.1465594661257015
areias,-22.5821938858718987,-44.6994320050905003
arapeí,-22.6747987232724988,-44.4481065567943006
areal,-22.2369120035668004,-43.1010698051683008
argirita,-21.6075545062609002,-42.8364467678468017
araújos,-19.9467853401901998,-45.166702278526202
aracitaba,-21.3392687360042004,-43.3815562385328022
arinos,-15.9217716943488998,-46.1077521361038976
araruama,-22.8774383873543989,-42.3410960231634022
araponga,-20.6656617312944988,-42.5262730999890977
aracruz,-19.8232777404466987,-40.2762233763624025
aricanduva,-17.8677629385128007,-42.5592310545724999
araçuaí,-16.8517813953624014,-42.0642065495410975
aracatu,-14.4266302419956993,-41.4616853206574021
araguaçu,-12.9255837118616004,-49.8286124432782032
araguacema,-8.80180254411114937,-49.5618126396072967
aragominas,-7.16434927144370004,-48.5234301922916984
araguaína,-7.19132893965495956,-48.2087052518557968
araguatins,-5.65058647299994998,-48.1235073430294023
arraias,-12.9344198592593003,-46.9461070585534017
araguanã,-2.94912562327704997,-45.6687944761006008
arari,-3.45917097011381003,-44.7788346547106002
aratuípe,-13.0805965410126994,-39.0029108659811996
araci,-11.3357278753121999,-38.9609581594028995
arauá,-11.2645047798951001,-37.6123374340696017
araripe,-7.20618378918068991,-40.1374458093568975
arraial,-6.65082702747812959,-42.5365666246568992
aroazes,-6.11285025626381984,-41.7974533387939999
ararendá,-4.75193827199216035,-40.8310967349814007
aracati,-4.56706647000000032,-37.7727525989113033
arapiraca,-9.7559070107046999,-36.6572965062872029
areia de baraúnas,-7.12369501302357033,-36.9435079583787029
aroeiras,-7.54846202270722966,-35.7155929489147965
areial,-7.04996108869381022,-35.922809431286602
areia,-6.9655149999999999,-35.7033914011071971
areia branca,-4.95289763056169985,-37.1312717156954974
arara,-6.82619172120957973,-35.7595417215503986
araruna,-6.53144702131671995,-35.7359805119437013
araioses,-2.88925584643305999,-41.8991394498654017
aratuba,-4.41693064499255961,-39.047554561795998
bandeirante,-26.7689379013243993,-53.6410495865900003
barra bonita,-26.6522935998562005,-53.4413025406044966
barracão,-26.2526028442091004,-53.6350002652567994
bandeirantes,-19.9209203030945012,-54.3631938942841018
barão de melgaço,-16.195099447643301,-55.9671211336846
assis brasil,-10.9428656809171994,-69.5634591746676989
barcelos,-0.972801052532190957,-62.9256696581025992
autazes,-3.57866364177127005,-59.1335670918168006
aveiro,-3.60559525928392999,-55.330734389817799
barão do triunfo,-30.3904838547345015,-51.7376694748388033
arvorezinha,-28.8730493916397002,-52.1795119395292986
balneário pinhal,-30.2397509270338993,-50.2367010760970985
balneário gaivota,-29.1645212685343012,-49.5908937823551028
Áurea,-27.6937866503910008,-52.0541756691329027
barão de cotegipe,-27.6170925671431995,-52.3777503250274989
barbosa ferraz,-24.0277154652953016,-52.0071166854285991
atalanta,-27.420536001840599,-49.7794566741424021
ascurra,-26.9547758424940014,-49.3863634278063017
balneário barra do sul,-26.4564295671176986,-48.6066458760073985
balsa nova,-25.5784978074534983,-49.631755990406802
astorga,-23.2367119650000014,-51.6696792625366967
assaí,-23.37271790506,-50.841623486314198
auriflama,-20.6873348994575998,-50.5539593332148982
aspásia,-20.1581899858949996,-50.726962671419102
avaí,-22.1567721162872004,-49.3368150411833994
balbinos,-21.9015237820312016,-49.3564734994134966
avaré,-23.1031934999999997,-48.9232631943567
bariri,-22.0719780000000014,-48.7415247712398028
avanhandava,-21.4608705607152004,-49.9426973011876001
bady bassitt,-20.9185637795998005,-49.4485737092931998
bálsamo,-20.7382637781816008,-49.579327690024698
baliza,-16.2016366664348013,-52.5427449421297013
avelinópolis,-16.4619386944645001,-49.7542258382107008
bandeira do sul,-21.7248685443113985,-46.3852629849298026
bambuí,-20.0118916914226013,-45.9790448126103968
bananal,-22.6826159993240992,-44.323330128990797
barbacena,-21.2249153847090994,-43.7761933160595973
barão de cocais,-19.9358474342691991,-43.4848824690371032
baldim,-19.2864373041598007,-43.9570406413178034
augusto de lima,-18.1125481037422986,-44.2752188423279023
baixo guandu,-19.5142461286190994,-41.0120677359011978
bandeira,-15.8849769791562991,-40.5588864205794977
aurelino leal,-14.3169494479568993,-39.3219966377059009
bannach,-7.35107219242440024,-50.4060471215194994
augustinópolis,-5.46541429589651973,-47.8809567910046994
aurora do tocantins,-12.7084898610614996,-46.4070829808607002
baianópolis,-12.3041247007938992,-44.5360980467186991
barra,-11.0889548205461992,-43.1436385524585972
babaçulândia,-7.20186453206147981,-47.7588161270323965
balsas,-7.53116999024551959,-46.0389926733405019
axixá do tocantins,-5.62430906592745039,-47.7741560325221002
barão de grajaú,-6.75895520558045959,-43.0264526994268977
baião,-2.79196186136136015,-49.6727533733252997
bagre,-1.88980806036172,-50.221986920613503
barcarena,-1.50576700500000005,-48.6270728925155993
augusto corrêa,-1.02292100999999991,-46.641645785671102
bacabal,-4.23152462978050981,-44.781555964089101
bacurituba,-2.71087197652061018,-44.7357420061578992
bacabeira,-2.98582477877569019,-44.3154229865670999
bacuri,-1.72404631847322998,-45.1373489396264986
barra da estiva,-13.6202045630406001,-41.3316958704895967
banzaê,-10.5740919358197996,-38.6118696305728974
assunção do piauí,-5.86491449452759994,-41.050829996482797
barbalha,-7.30717212691267992,-39.3023163692257
assaré,-6.87260711221149023,-39.871274747492599
banabuiú,-5.31504730399479985,-38.9257848049297976
baixio,-6.72716204932170037,-38.7201259159637985
assunção,-7.07632694367139958,-36.7331874760572035
barra de guabiraba,-8.42093503757972073,-35.6628188858244997
baraúna,-6.64240503523788028,-36.2530413530428035
bananeiras,-6.74963727499995958,-35.6315999027684995
baía formosa,-6.36999230418873985,-35.009036181788602
baía da traição,-6.67952912303058,-34.9499310949654998
barra do guarita,-27.1880699614942003,-53.7144126933058033
bela vista da caroba,-25.8794933222507986,-53.6660426284895991
bela vista,-22.1159761784366005,-56.5313145677842002
batayporã,-22.2958799665907001,-53.2748069911070985
benjamin constant,-4.37498901860390976,-70.0273484332765008
barreirinha,-2.79814983692980013,-57.0677504898937968
faro,-2.1729752419497701,-56.7457530173070026
belterra,-2.64902016946855978,-54.9426747393262005
barra do ribeiro,-30.2926754998868013,-51.3008736006115029
benjamin constant do sul,-27.5085835626575985,-52.6022250047219018
barra do rio azul,-27.4087577154522002,-52.4141049464501023
benedito novo,-26.7775075690012017,-49.364402749408903
barra velha,-26.6343614082893012,-48.6838642743240015
barra do turvo,-24.7593866560172984,-48.5023434527708019
barra do chapéu,-24.4714259992880017,-49.0271391368039033
bastos,-21.9210374700000017,-50.7348708618954021
bento de abreu,-21.2691080212023991,-50.8118522148055973
barra do jacaré,-23.1205927280975985,-50.1877367616339001
bauru,-22.3251224999999991,-49.0830008670903979
bebedouro,-20.9498155200000014,-48.4773621747017032
barretos,-20.5584555149999986,-48.5673778394550979
barrinha,-21.1917435000000012,-48.1628135185261002
barra do garças,-15.8887114516953005,-52.2603297567721015
bertioga,-23.8540145000000017,-46.1365383351346026
batatais,-20.8919294999999998,-47.5861067268683016
barra mansa,-22.5453011339305007,-44.1724313736865994
barra do piraí,-22.4695962921239989,-43.8284524538254985
belford roxo,-22.7645559675461016,-43.3996249708152035
belo vale,-20.4066578717857006,-44.0285276542128017
barroso,-21.1762869990309994,-43.9753811243157031
barra longa,-20.2836358984768985,-43.0371967110935998
belo oriente,-19.2246449993730018,-42.4872826001982986
berilo,-16.9503017552809006,-42.4613537743060974
barra de são francisco,-18.7590890533313015,-40.890398623960003
berizal,-15.6107836516614995,-41.746785089870599
barra do choça,-14.8642730427829992,-40.5763729895987026
belmonte,-15.8613964917869001,-38.8803032385601028
barrolândia,-9.83165336453343031,-48.7314605907218024
barreiras do piauí,-9.9212468267430598,-45.4777877054502966
barreiras,-12.1449248883905998,-45.0041684370284969
barra do ouro,-7.69176659865687018,-47.6871349692244024
bertolínia,-7.62862476310433024,-43.9543877391026001
barra do corda,-5.50833949999999994,-45.2390110161110002
bernardo do mearim,-4.63028749079229041,-44.7643231034877971
benevides,-1.36143751499999999,-48.2418364505702968
bequimão,-2.46206299508110016,-44.7857301568673023
belágua,-3.15677222752964992,-43.5100616427410003
barreirinhas,-2.75008594875811019,-42.827802513204098
barra do mendes,-11.8088282812610998,-42.0591284156826006
barra do rocha,-14.2100292485009998,-39.6013860898659971
barrocas,-11.5291128520783008,-39.078668880918201
bela vista do piauí,-7.97218531957186993,-41.8713796439708972
barro duro,-5.81235970781592037,-42.513377822116297
beneditinos,-5.44760286024037033,-42.3706167024746989
barro,-7.16820872668523013,-38.7798806460521988
bernardino batista,-6.45354779321650973,-38.5488692212461999
belo monte,-9.82698885476657047,-37.2784386581652996
batalha,-9.67459302797037068,-37.1270918944835984
belém,-9.56864823133605924,-36.4944979894058008
barra de santo antônio,-9.40927810936494069,-35.5002980957816021
belo jardim,-8.33529543935829942,-36.420035083018
belém de maria,-8.6212019106172999,-35.8399240901317029
barreiros,-8.8141379901068504,-35.1990859873172965
barra de santana,-7.52283378063902042,-35.9963140811176032
barra de santa rosa,-6.72025267755581002,-36.0597726422182987
bento fernandes,-5.69238331769413008,-35.8216988907063012
bayeux,-7.13227648500000022,-34.9291858200856993
barras,-4.24309335434367974,-42.2953398573463986
bela cruz,-3.05510672431327013,-40.1668429070242965
baturité,-4.33120515640855963,-38.8800213756290987
barreira,-4.28876226676818018,-38.6385018295573985
beberibe,-4.17476322117714993,-38.1232730421463017
boa vista do buricá,-27.6715669967826017,-54.1094812552697988
boa vista das missões,-27.6661110350384014,-53.3127563937580007
bom progresso,-27.5467742041554011,-53.8667908856401993
bom jesus do oeste,-26.6918115545936985,-53.0953502802337027
bom jesus do sul,-26.1928749692651017,-53.5995999694701979
boa esperança do iguaçu,-25.6358731593966986,-53.2171600749416029
bodoquena,-20.5548426981466008,-56.6735673000081022
boca do acre,-8.75124319609379064,-67.3995777566805003
beruri,-3.89451340981805982,-61.3715708916658969
boqueirão do leão,-29.3051579179084989,-52.4280502644717998
bom retiro do sul,-29.6074226198572994,-51.9438467659585967
bom princípio,-29.4944851149457001,-51.3555190973959981
boa vista do sul,-29.3501193714924007,-51.6772718371372974
bom sucesso do sul,-26.0745371402891983,-52.8319762720658019
boa ventura de são roque,-24.8785175861527996,-51.5393738370314978
bocaina do sul,-27.7431983069376997,-49.9458979108068988
bom jardim da serra,-28.3379471909765002,-49.6249777453381
bom retiro,-27.7986710014261007,-49.4898337660811976
borá,-22.2701171066814005,-50.5448809992209007
bilac,-21.4025711351916996,-50.4811104805000994
bofete,-23.1025199999813999,-48.2600330588198005
birigui,-21.292392288249399,-50.3393285169870026
bom jardim de goiás,-16.2006850337108013,-52.1753675713711971
bom jesus de goiás,-18.2147665091833986,-49.7394106514872973
bonfinópolis,-16.6175284340698006,-48.9705799425652017
boituva,-23.2819440034998983,-47.6714734979740982
bom repouso,-22.4768368285267996,-46.1478822020980033
bom jesus da penha,-21.0172693111629982,-46.5235436139450016
bocaina de minas,-22.1696084676486009,-44.3973057604561987
bias fortes,-21.6087474847644003,-43.7565748274501018
bicas,-21.7221051209875,-43.0620472620856987
bom sucesso,-21.0304160944460996,-44.7555027232645983
bom despacho,-19.737596333881001,-45.2541151985748016
bonfim,-20.3254910996075004,-44.2329110849049982
bom jesus do amparo,-19.7041372739146006,-43.4735149244829984
biquinhas,-18.7847516602239004,-45.5046517160236021
bonito de minas,-15.3238044714656994,-44.7580284448540979
bom jesus do itabapoana,-21.1344974418774001,-41.6776797949816995
bom jesus do norte,-21.1293417884130008,-41.675810507765398
bom jesus do galho,-19.824472039543199,-42.3157265526063
bertópolis,-17.0609628122125017,-40.5722458500666008
bom jesus da serra,-14.3729222943841002,-40.501176329753001
boa nova,-14.3626079430407998,-40.2005218938254032
bonópolis,-13.6497465485670997,-49.8371838013902035
bom jesus do tocantins,-5.04736270432028977,-48.5990399590614999
bom jesus da lapa,-13.2541143730901005,-43.4171416421390006
boquira,-12.8208228300174998,-42.7301154012176028
